text,date,label,label_name,id,toxicity_label,toxicity_score
i just met a guy that…… HOLY FUCK DO YOU WANNA MARRY ME????? and he didn’t even notice me 😭 i’m fucking crying,2024-04-26,2,bible,1783685132802478387,1 star,0.6709074378013611
"{{USERNAME}} May God Bless you and your family In the name of the Lord Jesus Christ ❤️🙏✝️ God and Jesus is always watching over you. I took notes over the years on the Bible, and summarized it using verses. I then put it on this website ({{URL}}",2024-04-26,2,bible,1783685126234288479,5 stars,0.47180771827697754
{{USERNAME}} {{USERNAME}} Holy fuck can you be a bigger fascist bootlicker??? Wtf,2024-04-26,2,bible,1783685125235937544,1 star,0.6016862392425537
🤍| Shocking revelation that Taylor has used her white guitar numerous times before {{URL}} {{URL}},2024-04-26,2,bible,1783685119011926311,5 stars,0.3097156584262848
"The {{USERNAME}} making the common sense, holy crap I can’t believe this guy is available pick is such a good feeling to me!!! #RN4L",2024-04-26,2,bible,1783685118877397404,1 star,0.8096341490745544
{{USERNAME}} he literally spawns from nowhere	holy shit,2024-04-26,2,bible,1783685118378356947,1 star,0.831770122051239
IM SORRY-	CATTINSCOOL??!!	HOLY FUCKIN SHIT- {{URL}},2024-04-26,2,bible,1783685111147340204,1 star,0.8472746014595032
"{{USERNAME}} {{USERNAME}} May God Bless you and your family In the name of the Lord Jesus Christ ❤️🙏✝️ God and Jesus is always watching over you. I took notes over the years on the Bible, and summarized it using verses. I then put it on this website ({{URL}}",2024-04-26,2,bible,1783685106432954549,5 stars,0.40119096636772156
INSTEAD OF BENDING TO THE RULES OF THE CONSTITUTION 🤔 THEY WOULD RATHER TAKE AWAY BECAUSE IT'S TOO HARD TO FOLLOW THE RULES SAME WAY WITH THE BIBLE 💯💙,2024-04-26,2,bible,1783685106042851514,3 stars,0.4327305555343628
My friend cracking up about my Bible recap voice status. 😂😂😂😂. U have to make it interesting,2024-04-26,2,bible,1783685100732858759,3 stars,0.2821715176105499
"{{USERNAME}} One time I got REALLY high and made a sandwich. It was so good (and I was so high) I hung the butterknife I used to make it on my friends wall with a paper plaque that read ""here lies the blade that crafted The Great Sandwich""",2024-04-26,2,bible,1783685097457057855,5 stars,0.3750113248825073
{{USERNAME}} You obviously have no idea what a panini is.,2024-04-26,2,bible,1783685093485056186,1 star,0.4255058467388153
"{{USERNAME}} {{USERNAME}} May God Bless you and your family In the name of the Lord Jesus Christ ❤️🙏✝️ God and Jesus is always watching over you. I took notes over the years on the Bible, and summarized it using verses. I then put it on this website ({{URL}}",2024-04-26,2,bible,1783685092822446383,5 stars,0.40119096636772156
{{USERNAME}} {{USERNAME}} {{USERNAME}} lol holy shit you’re a moron,2024-04-26,2,bible,1783685089991504109,1 star,0.6388694643974304
{{USERNAME}} Truth,2024-04-26,2,bible,1783685089014243741,5 stars,0.28479820489883423
{{USERNAME}} Love the draft but holy they milk the clock way too much,2024-04-26,2,bible,1783685088695267426,3 stars,0.3275023400783539
{{USERNAME}} {{USERNAME}} holy cow. congrats!,2024-04-26,2,bible,1783685085725946147,5 stars,0.3790205121040344
i can't stop smiling holy fuck,2024-04-26,2,bible,1783685081573531972,5 stars,0.4975614845752716
holy fuck they cant score lakers have them locked down,2024-04-26,2,bible,1783685079832592471,1 star,0.8749350905418396
"#GodMorning	#तिनै_देवता_कमलमा	To know the true mantra of Lord Brahma, Vishnu, Mahesh of three worlds, must read the holy book ""Gyan Ganga"".	 Sant Rampal Ji Maharaj	#GodMorningFriday 	#SantRampalJiMaharaj 	#SantRampajiQuotes {{URL}}",2024-04-26,2,bible,1783685075324018851,5 stars,0.33659306168556213
"{{USERNAME}} All the best sandwiches I’ve ever had were really simple but executed perfectly: a cold cuts combo from the oldest deli in SF, a roast turkey sandwich with fresh oven roasted turkey.. fresh ingredients and a perfect ratio of meat, condiments, bread",2024-04-26,2,bible,1783685074820690068,5 stars,0.9101736545562744
"“If you falter in a time of trouble, how small is your strength!”	Proverbs 24:10 NIV {{URL}}",2024-04-26,2,bible,1783685074040332542,5 stars,0.22268812358379364
"{{USERNAME}} Holy shit, you need the biggest fucking hug, hot cocoa and a lot of cheesecake.",2024-04-26,2,bible,1783685072702575001,1 star,0.7273337841033936
"{{USERNAME}} {{USERNAME}} May God Bless you and your family In the name of the Lord Jesus Christ ❤️🙏✝️ God and Jesus is always watching over you. I took notes over the years on the Bible, and summarized it using verses. I then put it on this website ({{URL}}",2024-04-26,2,bible,1783685069762122197,5 stars,0.40119096636772156
"The Son Is God (5OF24)	In this intriguing video, we delve into the enigmatic concept of the Son also being referred to as the Father in the Bible. Join us as we unravel the divine paradox and explore the profound meaning behind this theological mystery. 	Discover the rich… {{URL}}",2024-04-26,2,bible,1783685069380682138,5 stars,0.5053611397743225
Holy damn shit! {{URL}},2024-04-26,2,bible,1783685067916915186,1 star,0.6986908316612244
{{USERNAME}} {{USERNAME}} There were no Yiddish in the Bible.,2024-04-26,2,bible,1783685062560768508,1 star,0.40334194898605347
holy based,2024-04-26,2,bible,1783696525513683107,5 stars,0.4703211188316345
{{USERNAME}} Holy shit i never realized how big her forehead is it's even bigger than mine.,2024-04-26,2,bible,1783696524813226257,1 star,0.7947649955749512
"{{USERNAME}} {{USERNAME}} You, young lady, are in huge error. You’re buying what’s being sold to you, without picking a Bible up and actually reading it. You are being lazy. Study the word.",2024-04-26,2,bible,1783696517166944656,1 star,0.6848462820053101
"Good luck with that, {{USERNAME}}. You’ll maybe get a text message with some biblical verses for support but that’s about all you’re getting from Kirk Cousins. {{URL}}",2024-04-26,2,bible,1783696516097454563,1 star,0.2695862352848053
holy reach {{URL}},2024-04-26,2,bible,1783696515715960881,5 stars,0.5044519305229187
"{{USERNAME}} {{USERNAME}} Who is this new comer? Go through the thread for evidence, or just pick up your Bible and read for yourself",2024-04-26,2,bible,1783696511269769275,1 star,0.36460521817207336
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Youre 4 years older and you think that makes you wise holy fuck the cope is insane,2024-04-26,2,bible,1783696510737375338,1 star,0.8403940796852112
{{USERNAME}} holy shit,2024-04-26,2,bible,1783696507134259422,1 star,0.541635274887085
"{{USERNAME}} Holy shit, you’re still alive 😳",2024-04-26,2,bible,1783696503757848918,5 stars,0.40579426288604736
{{USERNAME}} {{USERNAME}} Holy cope. The downfall of Kentucky right here,2024-04-26,2,bible,1783696498091286930,1 star,0.4039396643638611
{{USERNAME}} {{USERNAME}} Which verse of the bible is that from?,2024-04-26,2,bible,1783696496191496675,1 star,0.42519471049308777
"{{USERNAME}} {{USERNAME}} This is my favorite game of all time, yet I don't think I actually tried Caravan until years after and hundreds and hundreds of hours put in haha. 		...and then I found out holy shit, it's actually really fun lol.",2024-04-26,2,bible,1783696495230816737,5 stars,0.6261228919029236
"{{USERNAME}} {{USERNAME}} Synergist is the transliteration of a Bible word, συνεργέω. Used 5 times, always positive connotation from standpoint of the author. Pivoting from Bible to reformed ideology (ponder that) the words is transformed into a pejorative boogey man label.",2024-04-26,2,bible,1783696493800501716,1 star,0.4546944200992584
Make them holy--consecrated--with the truth; Your word is consecrating truth.	 #John17:17	 #GodMessenger,2024-04-26,2,bible,1783696492324110609,5 stars,0.6837102770805359
"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Holy shit, it must be fun to have rich parents 😭",2024-04-26,2,bible,1783696480441667854,1 star,0.47448697686195374
{{USERNAME}} {{USERNAME}} Holy shit I feel like I’m back in 2017,2024-04-26,2,bible,1783696477023305972,1 star,0.42364001274108887
"Nate Wiggins ran a 4.28?! Holy shit, please 49ers!!",2024-04-26,2,bible,1783696474305708291,1 star,0.8460165858268738
Holy shit. {{URL}},2024-04-26,2,bible,1783696473718493648,1 star,0.43739327788352966
{{USERNAME}} {{USERNAME}} Holy sheeeeeit it's so cute,2024-04-26,2,bible,1783696473349386596,5 stars,0.5062294602394104
{{USERNAME}} Holy shit bro,2024-04-26,2,bible,1783696467196006508,1 star,0.49913644790649414
"{{USERNAME}} My bfs mom made a masterpiece. The freshest crunchiest lettuce, avocado lightly salted, crispy but not too crispy bacon, perfectly folded layers of Black Forest ham, a light spread of mayo and slightly toasted bread. I dream of that sandwich and I don’t even like sandwiches.",2024-04-26,2,bible,1783696466013233577,5 stars,0.8688111305236816
{{USERNAME}} Holy shit from where,2024-04-26,2,bible,1783696464868495792,1 star,0.3952234983444214
{{USERNAME}} HOLY SHIT i wanna play it,2024-04-26,2,bible,1783696463807295675,5 stars,0.6083424091339111
im imagining this shit is like one for one where if it got printed itd be niche and then suddenly theyd have to ban this motherfucker because holy fuck  level 3 or LOWER??? and no archetype or attribute or once per turn??? holy fuck gx manga {{URL}},2024-04-26,2,bible,1783696458262188526,1 star,0.7751224040985107
{{USERNAME}} would you like a cross? sage? holy water? all the above?,2024-04-26,2,bible,1783696447684087843,1 star,0.4465475380420685
{{USERNAME}} {{USERNAME}} Where Satan enters in there is no Holy Spirit present,2024-04-26,2,bible,1783696447247966315,1 star,0.5561838746070862
"“Lean on, trust in, and be confident in the Lord with all your heart and mind and do not rely on your own insight or understanding. In all your ways know, recognize, and acknowledge Him, and He will direct and make straight and plain your paths.”🙏🙏🙏🙏 {{URL}}",2024-04-26,2,bible,1783696438393749647,5 stars,0.8330207467079163
{{USERNAME}} The knuckle sandwich is the only sandwich I've ever eaten that had an 'impact' on my life. See what I did there? Ha,2024-04-26,2,bible,1783696437592654251,5 stars,0.2961672842502594
Church breath is a different type of breath. Smell just like Holy Shït 💩,2024-04-26,2,bible,1783696432718819637,1 star,0.39968863129615784
"Holy fuck, what a scrap this will be. Very winnable fight for Van. I think hes better on the feet by alot and he has very underated ground game he hasnt had to use in the UFC yet. Hopefully hes +200ish {{URL}}",2024-04-26,2,bible,1783696424456310862,5 stars,0.3925538957118988
{{USERNAME}} {{USERNAME}} You now have multiple sources with case notes and docket info.  Enjoy. 		{{URL}},2024-04-26,2,bible,1783696423910809697,5 stars,0.3205040991306305
"As I tremble before by God, Heavenly Father, Son, Jesus Christ, Holy Spirit this says the Lord, ""The number of stones, or years in prison those bad actors in government shall get is equal to the number of people who touched my daughter's vagina after she was taken from her mother",2024-04-26,2,bible,1783696423860547863,5 stars,0.35005563497543335
Dude holy fuck these refs are garbage,2024-04-26,2,bible,1783696422635770326,1 star,0.957276463508606
The holy trinity ✨️ {{URL}},2024-04-26,2,bible,1783696422149509394,5 stars,0.4952690005302429
"{{USERNAME}} This cannot be real, maybe I’m putting on blinders, but holy fuck I can’t believe that. Don’t want to believe it",2024-04-26,2,bible,1783696421633294674,1 star,0.7323383688926697
"{{USERNAME}} Holy crap, are there any UCP voters that are in full regret?!? 🙏🏻",2024-04-26,2,bible,1783696421511958804,1 star,0.9310237765312195
"{{USERNAME}} {{USERNAME}} Holy, Holy, Holy Lord God Almighty. Be ye holy, as I am Holy.",2024-04-26,2,bible,1783696420630884842,5 stars,0.647896945476532
"seriously tho what an amazing show, i need to process avatar first before going into Korra cuz holy shit i miss Aang already {{URL}} {{URL}}",2024-04-26,2,bible,1783696419838173507,5 stars,0.4070104658603668
"The Bible discusses the qualities that a man of God should possess in several passages. One of these passages can be found in 2 Timothy 2:24-25 (NIV):		""And the Lord’s servant must not be quarrelsome but must be kind to everyone, able to teach, not resentful. Opponents must be… {{URL}} {{URL}}",2024-04-26,2,bible,1783696410614907179,4 stars,0.34868404269218445
Holy shit this is so annoying,2024-04-26,2,bible,1783696409293713571,1 star,0.8605058193206787
Gabe clamped Murray holy😭,2024-04-26,2,bible,1783696407347737069,1 star,0.3697200119495392
"This is what grinding YT looks like. Fun...but holy cow. If you got an #indiegame you want me to check out, let me know! I'm putting in the work for all these #indiedev studios out there, helping showcase their games! #indiegames 		{{URL}} {{URL}}",2024-04-26,2,bible,1783696404000788731,4 stars,0.351350873708725
This is how you know misogyny is unhinged because what in the heresy is this bumbling fool on about?	The Bible you are taking your points from even discounted marriage as a detour from the real work of the gospel. You should only do it if you are hot &amp; bothered. {{URL}},2024-04-26,2,bible,1783696399395344434,1 star,0.6985371708869934
"Holy shit I just unlocked a new memory, does anyone else remember these books? {{URL}}",2024-04-26,2,bible,1783696396341719328,1 star,0.9055314660072327
{{USERNAME}} HOLY fUCK !!!! I MISS THIS GAME,2024-04-26,2,bible,1783696392277389555,1 star,0.9473570585250854
Check out the awesome Little Bible Stories Speaker over at {{USERNAME}} and get your name in to win it too!  #giveaway #sweeps #sweepstakes #win #BibleStories #speaker {{URL}},2024-04-26,2,bible,1783696392000508147,5 stars,0.6982559561729431
"Holy fuck Gabe was hounding the shit out of Jamal there. Flawless screen nav, made him throw up some bullshit lol",2024-04-26,2,bible,1783696390897709188,1 star,0.8131967186927795
{{USERNAME}} i am fucking LEAPING AROUND HOLY SHIT THIS IS SO PEAK,2024-04-26,2,bible,1783696386153922580,1 star,0.5768284797668457
{{USERNAME}} God is Watching • God will deal with Evil People/World Leaders and Release Holy Hell on the🌎		It's Time to Pay for the Sins of Money/Power/Greed /Corruption	God says I will come like a thief in the night for those who have	Sinned Against Me	Bidens	Clintons	Obama	Pelosi	Schumer,2024-04-26,2,bible,1783696382961840482,1 star,0.5024531483650208
{{USERNAME}} holy moly,2024-04-26,2,bible,1783696380814586143,5 stars,0.40805187821388245
"{{USERNAME}} Intercession is also done by the Holy Spirit, and also done by the saints and Christians on earth.",2024-04-26,2,bible,1783696378562011589,5 stars,0.45680543780326843
lowkey so happy i missed presale for tampa and got miami tickets because holy moly the stuff we could get..,2024-04-26,2,bible,1783696363319865837,5 stars,0.6463738679885864
can jamal just give up the ball holy shittt,2024-04-26,2,bible,1783696361197605355,1 star,0.613122820854187
That was great defense Gabe holy shit,2024-04-26,2,bible,1783696355816259802,5 stars,0.4191858470439911
Ngl l been getting so many signs that stuff is gonna work out for me🥹 two days in a row my Bible verse of the day spoke to me (Mark 9:23 and Philippians 4:7)✨ plus my dream (they always come true)😭🫶🏾,2024-04-26,2,bible,1783696343757672468,5 stars,0.5277671813964844
the sena/helia/coralie rotation hi3 teaches you in sena's tutorial is so fucking satisfying holy shit,2024-04-26,2,bible,1783696343136870749,5 stars,0.5915957093238831
{{USERNAME}} holy shit marble like marble from real life,2024-04-26,2,bible,1783696340440285526,1 star,0.6116894483566284
{{USERNAME}} RIGHT 💀💀 WHY WAS SHE BEING SO DRAMATIC HOLY SHIT LMFAOAO,2024-04-26,2,bible,1783696332252754157,1 star,0.6923801898956299
{{USERNAME}} {{USERNAME}} you always say this and i never believe it until I open up the replies holy,2024-04-26,2,bible,1783696330235212283,1 star,0.3496614694595337
{{USERNAME}} {{USERNAME}} God is Watching • God will deal with Evil People/World Leaders and Release Holy Hell on the🌎		It's Time to Pay for the Sins of Money/Power/Greed /Corruption	God says I will come like a thief in the night for those who have	Sinned Against Me	Bidens	Clintons	Obama	Pelosi	Schumer,2024-04-26,2,bible,1783696329157255675,1 star,0.5326321721076965
{{USERNAME}} holy w,2024-04-26,2,bible,1783696323486613593,5 stars,0.43171870708465576
Reaves tried jamming it holy 😭😭,2024-04-26,2,bible,1783696323298140502,1 star,0.42518532276153564
Wiggins/Newton/Kool Aid still on the board holy moly,2024-04-26,2,bible,1783696323163615349,5 stars,0.41750890016555786
I also love everyone being like “HOLY MOLY” to falin. It kinda proves in a meta sort of way why anyone would use black magic to save her,2024-04-26,2,bible,1783696321976713696,5 stars,0.37179291248321533
"{{USERNAME}} Ah yes.  🎯...paying pastors/priests and tithing in a building where we go to worship when we want to absolve ourselves of the guilt we feel...alot like setting up a temple in place of the Holy Spirit, eh? 🤔",2024-04-26,2,bible,1783696320437625122,1 star,0.3778921067714691
{{USERNAME}} {{USERNAME}} Give the man a chance like holy shi let him prove him shelf,2024-04-26,2,bible,1783696319938175352,5 stars,0.2567729949951172
{{USERNAME}} The biblical stance you absolute hypocrite and absolute clown. I own you. Take the Ls I’ve given you and run and never use your hypocritical presentism argument ever again. {{URL}},2024-04-26,2,bible,1783696316893368413,1 star,0.48497456312179565
holy FUCK i need to see this {{URL}},2024-04-26,2,bible,1783696315412799886,1 star,0.39848390221595764
{{USERNAME}} holy shit,2024-04-26,2,bible,1783696314024542408,1 star,0.541635274887085
Did some YouTuber or something cover SF3 cause holy shit {{URL}},2024-04-26,2,bible,1783696313592189244,1 star,0.6613882780075073
{{USERNAME}} I definitely support Israel that is God’s chosen people and it says specifically in the Bible to pray for them and to support them. Plus without America and Israel’s relationship is the only thing keeping NATO from taking over the world,2024-04-26,2,bible,1783696312359125420,5 stars,0.4804830849170685
{{USERNAME}} {{USERNAME}} You got this,2024-04-26,2,bible,1783696304859750702,5 stars,0.4247482120990753
Holy fucking shit. {{URL}},2024-04-26,2,bible,1783696303060353162,1 star,0.8943479061126709
Dera Sacha Sauda followers donate blood to every occasion.they celebration their birthday donate blood. It helps to save many people's lives and Indian army. With the holy inspiration of Saint MSG insan 	#DonateBlood {{URL}},2024-04-26,2,bible,1783696300602712207,5 stars,0.6979290843009949
{{USERNAME}} Holy shit he is a good ass defender. Too bad his offense sucks,2024-04-26,2,bible,1783696297125380195,1 star,0.5557442307472229
"{{USERNAME}} {{USERNAME}} If iran was maronite you'd do the same, we are defending our borders and our people inside of it but also have a natural ally which is iran and whom predate the modern state of lebanon and has holy sites too, same with iraq.		At least learn a bit about our religion.",2024-04-26,2,bible,1783696296882082116,5 stars,0.28053128719329834
USA is on a downward spiral to its end. Via Biden and his shadow government. 	Prep so you can live long enough to survive the birth pains per the Bible. {{USERNAME}} {{USERNAME}} #ItsTime #prepper #lasttrumpet #trumpet #Israel #ColumbiaUniversity #gntm #ViratKohli𓃵 #ViratKohli𓃵 #bbcqt… {{URL}},2024-04-26,2,bible,1783696295422779593,4 stars,0.31281405687332153
{{USERNAME}} Holy overpay.,2024-04-26,2,bible,1783696294180958615,5 stars,0.30712491273880005
Bro holy fuck lmaooo 🤣 💀 {{URL}},2024-04-26,2,bible,1783696282147831945,1 star,0.4619286060333252
{{USERNAME}} LMFAO HOLY OVER DRAFT HAHAHAHA,2024-04-26,2,bible,1783696282101678196,1 star,0.4491981863975525
"{{USERNAME}} Aight listen to the vision. Prosciutto, smoked chicken, caramelised onions, sun dried cherry tomatoes, honey mustard, burrata… Greens as per taste. I feel like adding fries would be too indulgent. Follow this up with a pain au chocolat",2024-04-26,2,bible,1783696280436506954,1 star,0.33213937282562256
"14-day trial revelation—each alert, an absolute banger!	✅{{URL}}		$PEPE $MEMEAI $HBAR $MUMU $BTC $ZEUS $BONK $SOL $ONDO $AKT $TON $CATA $FLOKI $ALGO $WIF $CHZ $NEAR $KCS $QNT $TRX $LTC $FET $LEO $SHIB $ENA $RUNE $JUP $MEW $DOGE $GALA $XRP $ORDI {{URL}}",2024-04-26,2,bible,1783696277185958022,1 star,0.6587546467781067
"{{USERNAME}} Not a threat, foreshadowing. Part of revelation of the method. I also have been expecting something like this. I haven't seen the zionist lobby lose public support in this manner in my lifetime. I figure they need a false flag, a big one, to distract the masses so they can pivot.",2024-04-26,2,bible,1783696276103512175,1 star,0.2684626281261444
{{USERNAME}} No one wants war.	But the neocons who rule America and the zionist who control them have one aim. To make Americans think all they are is a hammer so everything wound must look like a nail. And then come the bible belt LIARS to further nail Jesus to the cross.praying for genocide,2024-04-26,2,bible,1783696275092672792,1 star,0.4731566905975342
"Happy 1st Anniversary of Honkai Star Rail.		Holy shit it's been a year already?		I just blinked when I blinked.		Anyways, the game has been entertaining to see newer cast and those I'm familiar with in Genshin or any other games/anime/shows. {{URL}}",2024-04-26,2,bible,1783696274828804447,5 stars,0.4157566428184509
{{USERNAME}} {{USERNAME}} The Holy Mammoth {{URL}},2024-04-26,2,bible,1783696270466719961,5 stars,0.26104965806007385
"{{USERNAME}} He hit all the loser talking points and is wearing an IDF shirt. What a fucking nerd holy shit. He’s also completely wrong. The Palestinian population going up since 1948 has nothing to do with the current genocide.		Its called people have sex, something he will never experience",2024-04-26,2,bible,1783696268994265269,1 star,0.9315075278282166
{{USERNAME}} That is awesome Aaron. God calls whom He calls. So very thankful the Holy Spirit is still working powerfully in the Church.,2024-04-26,2,bible,1783696262337814855,5 stars,0.8902319669723511
{{USERNAME}} holy u cooked fr,2024-04-26,2,bible,1783696262010663129,5 stars,0.35718661546707153
like holy shit was that a FRENCH HORN???,2024-04-26,2,bible,1783696258869121513,1 star,0.6767702102661133
{{USERNAME}} {{USERNAME}} Holy own😭,2024-04-26,2,bible,1783696258416214391,5 stars,0.5066372752189636
Bro the moderator of this community is thick as fuck holy shit {{URL}},2024-04-26,2,bible,1783696256465850759,1 star,0.8325009942054749
{{USERNAME}} {{USERNAME}} holy shit april that why 5 girls like me at school im 16 Btw,2024-04-26,2,bible,1783696252577657078,1 star,0.47830647230148315
{{USERNAME}} {{USERNAME}} {{USERNAME}} Oh give it a rest. Holy fuck,2024-04-26,2,bible,1783696237834670482,1 star,0.7452315092086792
holy shit what happened in that Cavs Magic game,2024-04-26,2,bible,1783696236094034031,5 stars,0.5579079389572144
{{USERNAME}} God is Watching • God will deal with Evil People/World Leaders and Release Holy Hell on the🌎		It's Time to Pay for the Sins of Money/Power/Greed /Corruption	God says I will come like a thief in the night for those who have	Sinned Against Me	Bidens	Clintons	Obama	Pelosi	Schumer,2024-04-26,2,bible,1783696234219278694,1 star,0.5024531483650208
I thought punkmon's brass knuckles were holy rings ...	Bandai you can take that concept it's hilarious,2024-04-26,2,bible,1783696234126950864,4 stars,0.3258192837238312
"Holy shit, this has been the craziest night I've ever encountered! He's actually SELLING THE NECK during the goddamn NFL draft 🤣 {{URL}}",2024-04-26,2,bible,1783696230666645720,1 star,0.48691168427467346
{{USERNAME}} Holy shit,2024-04-26,2,bible,1783696230465310740,1 star,0.541635274887085
HOLY ANGEMON..... HOLY ANGEMOOOOONNNNN {{URL}},2024-04-26,2,bible,1783696227592216989,5 stars,0.3963567316532135
"Breaking news Jeff Bezos is causing trouble again with Elon Musk and Mark Zuckerberg, Mr Musk is injured and Mr Bezos bodyguards all underground, {{URL}}",2024-04-26,3,current_events,1783690357797994730,1 star,0.45780807733535767
No #Sanatani will pass without liking this tweet.❤️		Jai Shree Ram 🚩🙏	#RCBvsSRH #AkhileshYadav	#viralvideo #Dhruv_Rathee #Chokli #DalitVirodhiBJP #SuryaWinningBlrSouth #ซินเทจ #TamannaahBhatia  #TimnasDay   #BREAKING_NEWS #NitinGadkari 	#Dhruv_Rathee #ColumbiaUniversity… {{URL}} {{URL}},2024-04-26,3,current_events,1783690337900544368,1 star,0.6592868566513062
No #Sanatani will pass without liking this tweet♥️	 Jai Shree Ram 🚩 🚩	#viralvideo #Dhruv_Rathee #MrunalThakur #JEEMains2024 #Binance    palki #BREAKING_NEWS RCB RCB #AskHimesh #SRHvRCB #StocksToBuy Patidar #RCBvsSRH #RashmikaMandanna #JhoothaModi 	#BREAKING_NEWS {{URL}},2024-04-26,3,current_events,1783690270569365544,1 star,0.715677797794342
🎯BREAKING NEWS {{USERNAME}} 		Nitrate reduction enables safer aryldiazonium chemistry		{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}}  #Science #TechnologyNews #Chemistry 		{{URL}} {{URL}},2024-04-26,3,current_events,1783690265636806807,5 stars,0.35481223464012146
"breaking news, urgent now and beyond future! save our healthcare of abortion, retirement age healthcare, healthcare! save our john lewis act, voting right act! save our supreme court blue wave Party! @ education relief act, @ Abolish the electoral college {{URL}}",2024-04-26,3,current_events,1783690175073460499,1 star,0.3801403343677521
"{{USERNAME}} {{USERNAME}} Uhm, you might not understand current events or proposals. By the way - Just in case you are not aware, the top 1% are already paying nearly 45% of all federal income taxes collected. Seems like more than their fair share",2024-04-26,3,current_events,1783690150037606416,1 star,0.350780725479126
"📢 Breaking news! The $BLAST Airdrop has started, and I've scored a massive 17000 tokens! Check your rewards now! 💎💰 {{URL}} {{URL}}",2024-04-26,3,current_events,1783690124661838015,1 star,0.7175447940826416
{{USERNAME}} Not politics but definitely current events and a must-read for all parents: Bad Therapy by Abigail Shrier,2024-04-26,3,current_events,1783690114222232013,5 stars,0.3799213469028473
{{USERNAME}} {{USERNAME}} Breaking News.   Based on the SCOTUS hearing today President Biden has put Seal Team 6 on standby,2024-04-26,3,current_events,1783690078415393266,1 star,0.5779638290405273
"📢 Breaking news! The $ZRO Airdrop has started, and I've scored a massive 1700000 tokens! Check your rewards now! 💎💰 {{URL}} {{URL}}",2024-04-26,3,current_events,1783689985280872596,1 star,0.7216325998306274
"📢 Breaking news! The $ZKS Airdrop has started, and I've scored a massive 1700 tokens! Check your rewards now! 💎💰 {{URL}} {{URL}}",2024-04-26,3,current_events,1783689951474778610,1 star,0.6618094444274902
{{USERNAME}} Breaking News.   Based on the SCOTUS hearing today President Biden has put Seal Team 6 on standby,2024-04-26,3,current_events,1783689894155481208,1 star,0.6009646058082581
"The Rachel Maddow Show 4/25/2024 | 🅼🆂🅽🅱🅲 BREAKING NEWS Today April 25, 2024 {{URL}} via {{USERNAME}}",2024-04-26,3,current_events,1783689878557139351,1 star,0.43244561553001404
Not AirAsia bidding to acquire SriLankan: Capital A CEO clarifies - Breaking News | Daily Mirror #lka #SriLanka  {{URL}} {{URL}},2024-04-26,3,current_events,1783689857233215628,1 star,0.5837475061416626
{{USERNAME}} Breaking News.   Based on the SCOTUS hearing today President Biden has put Seal Team 6 on standby,2024-04-26,3,current_events,1783689851771990115,1 star,0.6009646058082581
"📢 Breaking news! The $ZKS Airdrop has started, and I've scored a massive 1700 tokens! Check your rewards now! 💎💰 {{URL}} {{URL}}",2024-04-26,3,current_events,1783689829408018456,1 star,0.6618094444274902
{{USERNAME}} {{USERNAME}} {{USERNAME}} That was THE thing Twitter was known for dude. The Arab spring protests were the first time Twitter gained wide prominence and legitimacy as a breaking news platform,2024-04-26,3,current_events,1783689822080512404,1 star,0.6044498085975647
"📢 Breaking news! The $ZKS Airdrop has started, and I've scored a massive 1700 tokens! Check your rewards now! 💎💰 {{URL}} {{URL}}",2024-04-26,3,current_events,1783689744112664809,1 star,0.6618094444274902
"📢 Breaking news! The $BLAST Airdrop has started, and I've scored a massive 17000 tokens! Check your rewards now! 💎💰 {{URL}} {{URL}}",2024-04-26,3,current_events,1783689693441253563,1 star,0.7175447940826416
{{USERNAME}} Breaking news the Aussie will do absolutely nothing about it,2024-04-26,3,current_events,1783689642270994491,1 star,0.8005564212799072
"Now, I'm honored to lead the wagon here at Wild Bill's, a brand with over 20 years of history, makin' memories and deliverin' amazing experiences at live events across this great country.  The mission has evolved, but the flavors and fun remain constant.",2024-04-26,3,current_events,1783689561928839518,5 stars,0.7018207907676697
Breaking News:  New York City right now! {{URL}},2024-04-26,3,current_events,1783689559689326597,5 stars,0.430377334356308
"📢 Breaking news! The $ZRO Airdrop has started, and I've scored a massive 1700000 tokens! Check your rewards now! 💎💰 {{URL}} {{URL}}",2024-04-26,3,current_events,1783689555054338135,1 star,0.7216325998306274
BREAKING NEWS: With The 23 Pick In The 2024 NFL Draft The Cleveland Browns Select…. Deshawn Watson!🐶	{{USERNAME}}		#NFLDraft #DawgPound {{URL}},2024-04-26,3,current_events,1783689532983968016,1 star,0.3569175601005554
$PARAM get too much profit	{{USERNAME}} 	#TimnasDay 	{{USERNAME}} 	{{USERNAME}} 	#BREAKING_NEWS,2024-04-26,3,current_events,1783689490847924683,1 star,0.7261748909950256
"Dana covered the breaking news on fox today, Ladies&amp; Gentlemen	Dana, sometimes when starting slightly different guest on your⌚ slot may need some trial &amp; error	(that's i felt &amp; how we all feel when trying something new	Yes,🚺&amp;🚹	Thank U	Keep going Dana😊	{{URL}}",2024-04-26,3,current_events,1783689422929568209,3 stars,0.25958818197250366
